Student_ID,Student_Name,Gender,Age,Branch,CGPA,Attendance_Percentage,Technical_Skills,Internships,Projects,Certifications,Aptitude_Score,Communication_Score,Placement_Status,Company,Salary_Package_LPA
STU410,Yash Iyer,Male,22,Mechanical Engineering,7.59,95.1,5,1,3,1,27.7,50.3,Not Placed,Not Applicable,0.0
STU411,Kabir Gupta,Male,22,Computer Science Engineering,7.47,80.6,5,3,1,2,58.0,44.5,Not Placed,Not Applicable,0.0
STU412,Tanvi Agarwal,Female,21,Information Technology,8.48,82.9,7,1,2,1,57.8,64.7,Not Placed,Not Applicable,0.0
STU413,Priya Nair,Female,22,Civil Engineering,6.66,92.7,7,1,3,0,60.9,67.3,Not Placed,Not Applicable,0.0
STU414,Pooja Reddy,Female,20,Mechanical Engineering,9.06,80.1,5,1,1,3,61.0,75.6,Not Placed,Not Applicable,0.0
STU415,Ananya Kumar,Female,23,Information Technology,8.06,100.0,7,3,3,0,53.0,62.8,Not Placed,Not Applicable,0.0
STU416,Harsh Joshi,Male,23,Mechanical Engineering,7.49,64.8,7,2,3,2,52.3,62.3,Not Placed,Not Applicable,0.0
STU417,Aryan Yadav,Male,24,Mechanical Engineering,7.22,68.8,6,0,5,2,67.4,60.8,Not Placed,Not Applicable,0.0
STU418,Aarav Bhatt,Male,25,Civil Engineering,7.09,87.4,5,0,5,2,47.2,67.3,Not Placed,Not Applicable,0.0
STU419,Kritika Bhatt,Female,20,Information Technology,7.16,95.1,6,0,6,1,60.3,63.0,Not Placed,Not Applicable,0.0
STU420,Sneha Kumar,Female,22,Computer Science Engineering,7.57,77.6,3,2,4,3,51.9,79.1,Not Placed,Not Applicable,0.0
STU421,Aditi Kumar,Female,23,Artificial Intelligence & Machine Learning,7.19,67.9,6,2,1,0,67.3,69.7,Placed,Deloitte,9.94
STU422,Pooja Kumar,Female,20,Artificial Intelligence & Machine Learning,6.76,100.0,5,2,1,2,82.0,66.6,Not Placed,Not Applicable,0.0
STU423,Nikhil Bansal,Male,23,Electronics & Communication,7.57,70.5,5,1,5,1,82.7,64.4,Placed,Infosys,8.71
STU424,Dhruv Saxena,Male,22,Computer Science Engineering,6.56,84.1,2,0,4,2,85.2,50.9,Placed,Cognizant,7.38
STU425,Yash Kapoor,Male,23,Electronics & Communication,7.72,95.8,3,1,3,6,56.0,65.0,Placed,Capgemini,7.9
STU426,Reyansh Yadav,Male,25,Artificial Intelligence & Machine Learning,7.18,74.7,5,1,1,0,57.5,55.3,Not Placed,Not Applicable,0.0
STU427,Harsh Chatterjee,Male,25,Artificial Intelligence & Machine Learning,8.1,72.5,7,0,1,0,39.2,70.2,Not Placed,Not Applicable,0.0
STU428,Tanvi Verma,Female,24,Mechanical Engineering,8.39,73.4,6,1,1,4,55.8,61.9,Not Placed,Not Applicable,0.0
STU429,Rohan Kumar,Male,24,Information Technology,8.39,90.8,7,3,1,1,56.5,90.0,Not Placed,Not Applicable,0.0
STU430,Harsh Sharma,Male,23,Computer Science Engineering,7.72,92.7,8,3,2,0,50.9,46.1,Placed,Accenture,9.86
STU431,Aditya Patel,Male,20,Mechanical Engineering,7.83,80.4,6,1,0,2,50.8,18.5,Not Placed,Not Applicable,0.0
STU432,Aadhya Dwivedi,Female,25,Computer Science Engineering,7.08,100.0,6,0,0,6,31.4,69.0,Placed,Accenture,9.56
STU433,Aadhya Sharma,Female,20,Electronics & Communication,8.08,80.4,4,0,2,2,37.8,55.4,Not Placed,Not Applicable,0.0
STU434,Nikhil Mishra,Male,20,Mechanical Engineering,8.19,95.5,9,3,0,2,62.8,67.4,Placed,Wipro,10.43
STU435,Sameer Yadav,Male,23,Artificial Intelligence & Machine Learning,5.83,74.8,3,1,5,2,63.5,46.5,Placed,TCS,9.6
STU436,Priya Tripathi,Female,20,Mechanical Engineering,7.78,100.0,6,4,4,2,70.7,93.6,Placed,Infosys,14.34
STU437,Manav Saxena,Male,25,Information Technology,8.77,98.8,7,2,2,3,57.3,59.2,Placed,Tech Mahindra,9.07
STU438,Sneha Verma,Female,22,Information Technology,7.04,78.5,7,1,1,3,62.2,54.4,Not Placed,Not Applicable,0.0
STU439,Simran Bhatt,Female,24,Computer Science Engineering,6.83,97.2,3,0,2,1,84.5,93.4,Not Placed,Not Applicable,0.0
STU440,Krishna Saxena,Male,22,Artificial Intelligence & Machine Learning,6.98,96.6,5,1,1,1,61.0,77.6,Not Placed,Not Applicable,0.0
STU441,Yash Iyer,Male,20,Civil Engineering,5.9,98.6,4,1,2,0,50.6,85.8,Not Placed,Not Applicable,0.0
STU442,Sam Pandey,Other,22,Artificial Intelligence & Machine Learning,7.53,50.2,2,0,5,3,40.6,62.4,Not Placed,Not Applicable,0.0
STU443,Dhruv Patel,Male,25,Information Technology,7.43,88.6,6,0,6,3,76.4,65.7,Not Placed,Not Applicable,0.0
STU444,Harsh Pandey,Male,25,Information Technology,7.6,86.5,4,0,4,2,31.3,56.0,Placed,Cognizant,9.5
STU445,Neha Tripathi,Female,20,Electronics & Communication,7.82,85.7,9,0,2,2,46.9,54.3,Placed,HCLTech,11.02
STU446,Meera Chatterjee,Female,23,Computer Science Engineering,6.6,82.6,7,1,3,2,69.5,71.0,Not Placed,Not Applicable,0.0
STU447,Sam Pandey,Other,22,Artificial Intelligence & Machine Learning,7.67,83.0,6,3,4,3,27.7,59.5,Placed,Cognizant,11.84
STU448,Riya Chatterjee,Female,23,Electronics & Communication,7.84,95.4,5,0,1,2,50.9,98.3,Placed,Cognizant,9.22
STU449,Aarav Pandey,Male,23,Computer Science Engineering,6.91,86.5,6,3,0,3,64.3,77.6,Placed,TCS,9.3
STU450,Ishaan Patel,Male,21,Computer Science Engineering,7.82,82.6,5,3,7,3,55.1,93.2,Not Placed,Not Applicable,0.0
STU451,Aadhya Kapoor,Female,20,Computer Science Engineering,7.48,93.7,6,2,2,2,44.3,31.6,Not Placed,Not Applicable,0.0
STU452,Yash Verma,Male,24,Information Technology,6.77,85.0,9,3,6,2,51.3,93.4,Not Placed,Not Applicable,0.0
STU453,Aarav Pandey,Male,25,Civil Engineering,7.68,86.2,3,2,2,3,76.7,29.2,Not Placed,Not Applicable,0.0
STU454,Sneha Nair,Female,25,Computer Science Engineering,7.11,100.0,5,1,3,2,95.0,46.1,Not Placed,Not Applicable,0.0
STU455,Manav Chatterjee,Male,20,Computer Science Engineering,8.1,74.8,7,1,6,2,64.5,38.7,Not Placed,Not Applicable,0.0
STU456,Nikhil Joshi,Male,24,Artificial Intelligence & Machine Learning,7.16,61.8,5,0,4,3,26.2,68.6,Not Placed,Not Applicable,0.0
STU457,Yash Joshi,Male,25,Electronics & Communication,6.11,80.9,9,0,2,4,72.2,64.7,Placed,Infosys,10.05
STU458,Nikhil Yadav,Male,20,Electronics & Communication,7.67,82.6,7,2,7,5,54.9,76.9,Not Placed,Not Applicable,0.0
STU459,Ishaan Bhatt,Male,25,Information Technology,7.63,88.7,4,0,5,4,42.3,63.7,Not Placed,Not Applicable,0.0
STU460,Sameer Singh,Male,23,Mechanical Engineering,6.32,81.3,6,2,5,1,47.6,83.4,Not Placed,Not Applicable,0.0
STU461,Aarav Sharma,Male,22,Electronics & Communication,8.15,89.1,4,0,0,2,48.4,51.0,Not Placed,Not Applicable,0.0
STU462,Nisha Agarwal,Female,22,Civil Engineering,8.1,100.0,4,3,2,1,36.6,83.7,Placed,Capgemini,10.18
STU463,Tanvi Dwivedi,Female,25,Mechanical Engineering,6.53,89.6,5,0,1,5,60.9,64.5,Not Placed,Not Applicable,0.0
STU464,Meera Kumar,Female,21,Artificial Intelligence & Machine Learning,6.74,91.7,8,1,5,4,94.9,100.0,Placed,Tech Mahindra,10.19
STU465,Kavya Verma,Female,24,Artificial Intelligence & Machine Learning,7.26,78.4,7,1,3,0,42.2,78.1,Placed,Deloitte,10.13
STU466,Manav Patel,Male,24,Computer Science Engineering,6.64,63.4,5,0,8,3,94.4,60.4,Placed,HCLTech,10.21
STU467,Rohan Sharma,Male,24,Artificial Intelligence & Machine Learning,8.04,52.4,7,3,2,4,65.7,64.5,Placed,Tech Mahindra,11.69
STU468,Kavya Bhatt,Female,23,Civil Engineering,7.55,73.8,6,0,3,4,60.3,49.9,Not Placed,Not Applicable,0.0
STU469,Rahul Chauhan,Male,24,Information Technology,6.31,50.0,3,1,2,1,56.2,70.4,Not Placed,Not Applicable,0.0
STU470,Kavya Dwivedi,Female,22,Artificial Intelligence & Machine Learning,6.58,86.2,5,0,3,2,47.5,60.4,Not Placed,Not Applicable,0.0
STU471,Karan Reddy,Male,23,Mechanical Engineering,8.59,75.4,5,0,5,3,67.3,75.9,Not Placed,Not Applicable,0.0
STU472,Sneha Singh,Female,20,Information Technology,8.94,64.2,7,0,8,3,71.4,44.9,Placed,HCLTech,10.2
STU473,Vivaan Patel,Male,24,Computer Science Engineering,7.94,81.6,4,3,3,2,18.3,60.1,Not Placed,Not Applicable,0.0
STU474,Tanvi Singh,Female,24,Artificial Intelligence & Machine Learning,7.19,71.1,4,1,3,3,100.0,47.6,Not Placed,Not Applicable,0.0
STU475,Reyansh Mishra,Male,20,Information Technology,6.96,85.4,5,2,5,5,29.4,48.5,Not Placed,Not Applicable,0.0
STU476,Ari Verma,Other,24,Mechanical Engineering,7.95,88.5,4,1,2,3,52.6,74.1,Not Placed,Not Applicable,0.0
STU477,Manav Chauhan,Male,20,Computer Science Engineering,7.48,71.6,5,0,4,5,16.0,81.9,Placed,Accenture,8.28
STU478,Rohan Pandey,Male,23,Artificial Intelligence & Machine Learning,5.79,77.2,5,2,3,4,57.2,30.0,Not Placed,Not Applicable,0.0
STU479,Nisha Chauhan,Female,22,Information Technology,8.43,82.6,5,2,5,0,53.7,92.9,Not Placed,Not Applicable,0.0
STU480,Aryan Sharma,Male,20,Artificial Intelligence & Machine Learning,8.75,63.1,7,0,4,1,52.8,86.1,Not Placed,Not Applicable,0.0
STU481,Anika Bhatt,Female,21,Electronics & Communication,8.14,82.6,8,1,4,4,67.5,44.8,Placed,Capgemini,10.74
STU482,Aditi Sharma,Female,20,Information Technology,6.31,62.8,7,1,2,2,57.6,77.4,Placed,Deloitte,7.84
STU483,Dhruv Mehta,Male,24,Artificial Intelligence & Machine Learning,6.76,86.8,2,2,4,0,71.7,58.1,Placed,Wipro,10.37
STU484,Aditi Dwivedi,Female,23,Civil Engineering,5.54,74.8,4,0,5,5,39.7,63.5,Not Placed,Not Applicable,0.0
STU485,Nisha Bhatt,Female,25,Electronics & Communication,9.0,62.8,5,1,3,2,63.4,74.0,Not Placed,Not Applicable,0.0
STU486,Ananya Bansal,Female,23,Computer Science Engineering,7.04,73.0,2,0,0,2,50.6,72.2,Not Placed,Not Applicable,0.0
STU487,Nikhil Gupta,Male,25,Information Technology,9.73,73.5,4,1,3,0,55.3,56.4,Placed,Tech Mahindra,9.82
STU488,Dhruv Patel,Male,20,Mechanical Engineering,9.36,92.8,5,2,6,1,66.9,56.3,Placed,Infosys,14.28
STU489,Sneha Gupta,Female,22,Electronics & Communication,6.5,82.1,5,2,5,1,52.9,57.2,Placed,Cognizant,8.51
STU490,Riya Malhotra,Female,21,Computer Science Engineering,6.69,68.5,6,1,3,2,60.1,82.1,Placed,Infosys,9.5
STU491,Sameer Nair,Male,23,Civil Engineering,7.87,99.8,3,0,1,3,41.2,37.1,Placed,Capgemini,7.45
STU492,Diya Malhotra,Female,24,Information Technology,5.65,87.5,5,0,6,2,81.7,62.6,Not Placed,Not Applicable,0.0
STU493,Rohan Gupta,Male,25,Computer Science Engineering,6.96,76.0,6,1,3,5,75.1,88.6,Placed,Wipro,8.85
STU494,Ishaan Agarwal,Male,24,Computer Science Engineering,6.86,61.4,6,2,2,2,63.8,75.6,Not Placed,Not Applicable,0.0
STU495,Vivaan Patel,Male,22,Computer Science Engineering,9.25,74.9,6,3,3,2,57.6,80.8,Placed,Capgemini,11.43
STU496,Dhruv Kumar,Male,25,Mechanical Engineering,7.56,77.4,6,0,6,0,60.1,62.8,Placed,HCLTech,10.46
STU497,Diya Agarwal,Female,23,Computer Science Engineering,7.12,84.4,5,1,1,2,81.3,47.5,Not Placed,Not Applicable,0.0
STU498,Arjun Kapoor,Male,20,Computer Science Engineering,6.77,87.3,6,1,3,0,73.8,65.8,Not Placed,Not Applicable,0.0
STU499,Pooja Singh,Female,24,Mechanical Engineering,8.29,89.7,4,0,1,2,81.6,54.7,Not Placed,Not Applicable,0.0
STU500,Rey Agarwal,Other,22,Artificial Intelligence & Machine Learning,6.9,60.7,5,0,4,2,55.8,98.5,Not Placed,Not Applicable,0.0
STU501,Myra Malhotra,Female,23,Computer Science Engineering,7.35,82.5,3,1,1,4,70.7,62.6,Not Placed,Not Applicable,0.0
STU502,Manav Yadav,Male,23,Computer Science Engineering,6.76,78.1,8,2,2,3,83.4,74.6,Not Placed,Not Applicable,0.0
STU503,Aryan Chauhan,Male,23,Computer Science Engineering,5.88,100.0,5,0,5,6,45.3,90.5,Not Placed,Not Applicable,0.0
STU504,Sneha Pandey,Female,23,Computer Science Engineering,6.4,80.8,8,1,2,5,44.2,48.5,Placed,HCLTech,9.36
STU505,Meera Kapoor,Female,25,Electronics & Communication,6.9,72.5,6,1,3,2,67.0,30.8,Placed,Cognizant,10.63
STU506,Yash Bhatt,Male,23,Computer Science Engineering,7.14,81.3,4,1,4,0,39.8,72.4,Not Placed,Not Applicable,0.0
STU507,Saanvi Iyer,Female,24,Computer Science Engineering,7.18,79.9,6,1,3,3,29.3,75.2,Placed,TCS,10.42
STU508,Nisha Kapoor,Female,22,Mechanical Engineering,7.31,56.1,7,1,6,4,83.1,58.8,Placed,Capgemini,13.33
STU509,Saanvi Dwivedi,Female,25,Electronics & Communication,6.91,84.9,5,0,3,2,86.3,47.7,Not Placed,Not Applicable,0.0
STU510,Neha Rao,Female,23,Information Technology,8.75,76.3,6,0,3,2,40.8,69.6,Not Placed,Not Applicable,0.0
STU511,Nisha Verma,Female,21,Information Technology,8.35,79.7,4,1,3,3,36.2,64.6,Not Placed,Not Applicable,0.0
STU512,Sameer Singh,Male,21,Artificial Intelligence & Machine Learning,7.26,69.5,6,1,2,2,50.2,69.8,Placed,Accenture,9.64
STU513,Meera Dwivedi,Female,22,Information Technology,7.65,66.9,6,2,3,3,84.6,48.0,Placed,Tech Mahindra,10.81
STU514,Kritika Malhotra,Female,20,Information Technology,7.03,90.5,4,0,4,3,54.6,69.9,Placed,Infosys,11.51
STU515,Yash Gupta,Male,20,Artificial Intelligence & Machine Learning,5.0,93.3,3,0,3,3,63.7,77.3,Not Placed,Not Applicable,0.0
STU516,Ishaan Agarwal,Male,25,Civil Engineering,7.42,85.0,8,1,3,3,67.8,42.4,Not Placed,Not Applicable,0.0
STU517,Kabir Singh,Male,25,Computer Science Engineering,7.71,58.3,7,0,3,1,65.1,86.9,Placed,Capgemini,10.37
STU518,Simran Verma,Female,25,Mechanical Engineering,5.79,85.8,4,1,2,3,88.9,68.8,Not Placed,Not Applicable,0.0
STU519,Alex Chauhan,Other,20,Computer Science Engineering,7.9,58.4,6,1,5,2,49.0,77.8,Not Placed,Not Applicable,0.0
STU520,Vihaan Bhatt,Male,21,Mechanical Engineering,7.12,72.1,3,1,4,3,60.2,45.8,Placed,Accenture,7.43
STU521,Sneha Mehta,Female,20,Electronics & Communication,7.74,90.4,2,2,0,1,66.2,75.2,Placed,TCS,7.17
STU522,Dhruv Nair,Male,24,Mechanical Engineering,7.15,87.9,8,0,2,2,61.1,40.3,Placed,Deloitte,8.66
STU523,Anika Chauhan,Female,23,Computer Science Engineering,8.65,85.5,6,2,5,3,40.1,50.8,Placed,HCLTech,10.18
STU524,Anika Saxena,Female,25,Information Technology,7.63,95.8,5,2,3,2,35.5,69.0,Not Placed,Not Applicable,0.0
STU525,Shreya Nair,Female,21,Information Technology,8.4,86.7,6,0,1,2,35.1,60.9,Not Placed,Not Applicable,0.0
STU526,Kabir Saxena,Male,22,Electronics & Communication,8.48,55.8,10,2,1,3,75.1,65.4,Placed,TCS,11.04
STU527,Vihaan Tripathi,Male,22,Information Technology,6.28,75.6,7,4,2,2,47.2,93.9,Not Placed,Not Applicable,0.0
STU528,Vihaan Rao,Male,23,Information Technology,6.66,79.5,3,1,2,3,70.4,65.2,Placed,Capgemini,9.18
STU529,Krishna Rao,Male,21,Information Technology,7.85,78.1,2,2,5,4,63.6,75.6,Not Placed,Not Applicable,0.0
STU530,Ananya Yadav,Female,20,Artificial Intelligence & Machine Learning,7.03,72.6,8,1,3,2,44.5,64.0,Placed,Wipro,11.37
STU531,Neha Nair,Female,20,Information Technology,7.16,67.6,7,0,7,4,44.9,63.6,Not Placed,Not Applicable,0.0
STU532,Rey Chauhan,Other,24,Computer Science Engineering,8.69,100.0,7,2,5,2,64.4,50.3,Not Placed,Not Applicable,0.0
STU533,Ari Rao,Other,24,Civil Engineering,7.09,75.3,4,3,3,2,63.4,70.5,Placed,TCS,11.59
STU534,Rohan Reddy,Male,20,Electronics & Communication,6.43,100.0,6,4,6,0,70.9,100.0,Not Placed,Not Applicable,0.0
STU535,Aditi Nair,Female,22,Civil Engineering,6.57,66.3,4,1,4,1,53.8,66.3,Not Placed,Not Applicable,0.0
STU536,Priya Joshi,Female,25,Artificial Intelligence & Machine Learning,9.58,87.9,7,1,2,3,46.8,61.0,Not Placed,Not Applicable,0.0
STU537,Meera Bansal,Female,22,Mechanical Engineering,7.22,82.8,7,0,1,3,64.0,82.1,Not Placed,Not Applicable,0.0
STU538,Arjun Singh,Male,24,Mechanical Engineering,6.04,68.9,4,3,3,4,87.6,80.3,Placed,HCLTech,11.37
STU539,Manav Saxena,Male,23,Electronics & Communication,5.63,74.4,8,1,2,5,28.2,71.6,Not Placed,Not Applicable,0.0
STU540,Siddharth Singh,Male,20,Electronics & Communication,6.78,79.8,6,0,4,0,47.6,60.4,Placed,Infosys,6.03
STU541,Anika Nair,Female,24,Artificial Intelligence & Machine Learning,7.2,69.9,6,0,6,3,72.6,82.2,Not Placed,Not Applicable,0.0
STU542,Simran Mishra,Female,24,Mechanical Engineering,8.35,76.9,3,1,2,3,65.9,66.8,Not Placed,Not Applicable,0.0
STU543,Vihaan Nair,Male,25,Information Technology,8.25,51.6,6,1,3,4,72.9,78.7,Not Placed,Not Applicable,0.0
STU544,Ananya Pandey,Female,20,Computer Science Engineering,7.39,88.5,4,4,2,1,54.3,52.7,Not Placed,Not Applicable,0.0
STU545,Simran Kumar,Female,25,Artificial Intelligence & Machine Learning,6.95,94.7,6,0,6,4,33.0,56.2,Placed,Accenture,10.7
STU546,Yash Bansal,Male,20,Civil Engineering,7.74,85.5,8,0,1,1,92.1,66.5,Not Placed,Not Applicable,0.0
STU547,Aditya Yadav,Male,25,Mechanical Engineering,5.65,100.0,6,1,8,2,81.5,46.5,Placed,Wipro,7.51
STU548,Diya Sharma,Female,22,Civil Engineering,9.38,88.2,4,3,3,4,61.6,59.5,Placed,TCS,11.65
STU549,Nikhil Rao,Male,23,Electronics & Communication,8.05,93.7,7,1,6,4,46.9,45.8,Placed,TCS,13.44
STU550,Meera Kumar,Female,23,Artificial Intelligence & Machine Learning,8.27,94.9,6,1,1,6,53.2,41.8,Placed,Cognizant,9.01
STU551,Yash Gupta,Male,20,Computer Science Engineering,6.33,50.0,10,1,4,4,66.1,100.0,Not Placed,Not Applicable,0.0
STU552,Anika Iyer,Female,21,Computer Science Engineering,8.68,85.1,6,2,1,4,57.5,55.9,Not Placed,Not Applicable,0.0
STU553,Kabir Reddy,Male,24,Computer Science Engineering,6.94,63.4,4,0,0,0,61.7,57.2,Not Placed,Not Applicable,0.0
STU554,Tanvi Chauhan,Female,24,Artificial Intelligence & Machine Learning,6.45,65.8,7,3,0,3,91.0,66.2,Placed,Capgemini,8.28
STU555,Diya Gupta,Female,20,Computer Science Engineering,7.36,67.9,5,1,4,2,78.6,49.1,Not Placed,Not Applicable,0.0
STU556,Krishna Dwivedi,Male,25,Information Technology,7.34,76.2,6,2,4,1,40.9,57.5,Not Placed,Not Applicable,0.0
STU557,Manav Gupta,Male,21,Civil Engineering,6.32,87.8,4,4,4,2,63.4,92.5,Placed,HCLTech,13.06
STU558,Kabir Rao,Male,22,Information Technology,6.51,85.2,5,0,2,3,52.6,70.4,Not Placed,Not Applicable,0.0
STU559,Anika Reddy,Female,25,Mechanical Engineering,6.43,79.8,6,2,3,2,67.4,79.8,Not Placed,Not Applicable,0.0
STU560,Shreya Iyer,Female,25,Electronics & Communication,6.44,88.7,5,1,3,2,60.9,88.6,Placed,Tech Mahindra,8.86
STU561,Anika Saxena,Female,20,Artificial Intelligence & Machine Learning,7.01,89.4,4,0,4,1,100.0,68.2,Not Placed,Not Applicable,0.0
STU562,Sameer Mishra,Male,20,Artificial Intelligence & Machine Learning,6.01,85.3,6,1,7,3,69.7,61.7,Not Placed,Not Applicable,0.0
STU563,Vihaan Patel,Male,24,Computer Science Engineering,6.71,59.3,4,0,0,2,59.6,43.5,Not Placed,Not Applicable,0.0
STU564,Kabir Mehta,Male,20,Artificial Intelligence & Machine Learning,8.45,71.1,3,0,3,4,95.2,59.3,Not Placed,Not Applicable,0.0
STU565,Karan Malhotra,Male,20,Electronics & Communication,8.22,80.3,7,2,4,1,65.7,62.6,Not Placed,Not Applicable,0.0
STU566,Saanvi Joshi,Female,20,Computer Science Engineering,6.35,88.8,7,2,4,2,34.7,52.9,Not Placed,Not Applicable,0.0
STU567,Arjun Sharma,Male,24,Computer Science Engineering,8.36,64.1,3,2,3,1,59.8,88.2,Not Placed,Not Applicable,0.0
STU568,Vihaan Gupta,Male,22,Artificial Intelligence & Machine Learning,5.43,79.9,2,0,3,2,73.0,81.5,Not Placed,Not Applicable,0.0
STU569,Kavya Joshi,Female,22,Civil Engineering,9.83,61.2,3,2,3,2,70.7,79.8,Placed,HCLTech,13.33
STU570,Aarav Patel,Male,20,Mechanical Engineering,8.7,92.3,5,1,2,2,80.1,63.3,Not Placed,Not Applicable,0.0
STU571,Rohan Mehta,Male,24,Electronics & Communication,6.84,82.9,8,2,2,3,64.8,49.5,Not Placed,Not Applicable,0.0
STU572,Saanvi Chauhan,Female,22,Computer Science Engineering,7.78,63.8,5,2,4,2,63.5,84.9,Not Placed,Not Applicable,0.0
STU573,Nikhil Verma,Male,25,Mechanical Engineering,6.0,63.8,4,2,2,2,36.8,70.0,Not Placed,Not Applicable,0.0
STU574,Aadhya Yadav,Female,22,Mechanical Engineering,7.46,84.6,6,1,4,2,89.5,76.6,Placed,Tech Mahindra,11.98
STU575,Riya Patel,Female,22,Electronics & Communication,7.22,96.5,5,0,4,5,56.5,74.3,Placed,Capgemini,7.76
STU576,Riya Chatterjee,Female,24,Civil Engineering,6.57,66.8,3,1,4,2,44.4,69.7,Placed,IBM,6.89
STU577,Aditya Rao,Male,25,Artificial Intelligence & Machine Learning,6.93,89.4,3,1,4,1,100.0,95.0,Not Placed,Not Applicable,0.0
STU578,Pooja Gupta,Female,24,Civil Engineering,6.83,73.5,3,1,4,1,92.2,55.1,Placed,Wipro,9.63
STU579,Reyansh Verma,Male,20,Civil Engineering,6.27,89.9,10,3,2,2,53.9,60.4,Placed,Wipro,9.61
STU580,Dhruv Verma,Male,23,Computer Science Engineering,6.54,88.2,7,1,2,5,28.1,89.6,Not Placed,Not Applicable,0.0
STU581,Reyansh Bansal,Male,22,Information Technology,5.96,81.9,4,2,4,4,49.1,66.2,Not Placed,Not Applicable,0.0
STU582,Rey Verma,Other,23,Civil Engineering,8.26,58.0,8,1,4,2,90.4,63.1,Not Placed,Not Applicable,0.0
STU583,Harsh Joshi,Male,24,Computer Science Engineering,6.47,88.2,4,3,7,4,65.2,61.2,Placed,Tech Mahindra,8.44
STU584,Dhruv Singh,Male,24,Information Technology,6.18,86.0,8,1,3,0,37.7,75.2,Placed,Tech Mahindra,11.04
STU585,Aadhya Chauhan,Female,24,Civil Engineering,8.24,84.9,6,2,2,6,76.1,61.6,Not Placed,Not Applicable,0.0
STU586,Yash Bhatt,Male,23,Information Technology,7.77,82.3,4,1,2,4,58.2,59.9,Not Placed,Not Applicable,0.0
STU587,Rahul Nair,Male,24,Computer Science Engineering,8.2,69.5,7,4,1,4,50.3,74.9,Placed,Tech Mahindra,10.4
STU588,Rahul Yadav,Male,20,Electronics & Communication,8.32,93.0,6,0,0,2,51.7,66.4,Not Placed,Not Applicable,0.0
STU589,Nikhil Agarwal,Male,24,Computer Science Engineering,9.34,90.8,6,1,3,1,85.5,49.9,Not Placed,Not Applicable,0.0
STU590,Dhruv Joshi,Male,21,Information Technology,7.24,67.1,6,0,2,2,71.8,65.5,Not Placed,Not Applicable,0.0
STU591,Harsh Gupta,Male,23,Computer Science Engineering,5.94,95.8,6,1,2,1,35.3,85.9,Not Placed,Not Applicable,0.0
STU592,Meera Chauhan,Female,21,Electronics & Communication,7.67,81.6,7,4,1,1,68.6,76.5,Not Placed,Not Applicable,0.0
STU593,Siddharth Joshi,Male,24,Information Technology,6.73,81.5,10,0,0,1,63.9,87.8,Not Placed,Not Applicable,0.0
STU594,Arjun Tripathi,Male,20,Mechanical Engineering,6.44,77.9,8,3,4,5,54.4,54.0,Placed,Tech Mahindra,8.65
STU595,Riya Saxena,Female,22,Electronics & Communication,7.5,79.1,6,1,1,2,55.4,81.1,Not Placed,Not Applicable,0.0
STU596,Dhruv Sharma,Male,25,Information Technology,8.27,96.5,5,2,4,5,46.4,55.3,Not Placed,Not Applicable,0.0
STU597,Kritika Patel,Female,25,Electronics & Communication,6.56,92.4,5,1,6,5,50.1,46.5,Not Placed,Not Applicable,0.0
STU598,Manav Joshi,Male,24,Computer Science Engineering,8.67,92.1,3,1,1,2,67.2,53.0,Placed,Cognizant,12.05
STU599,Krishna Sharma,Male,20,Electronics & Communication,6.41,82.2,7,1,3,5,57.0,67.0,Not Placed,Not Applicable,0.0
STU600,Rahul Yadav,Male,23,Computer Science Engineering,7.16,90.7,3,0,2,5,71.8,80.4,Not Placed,Not Applicable,0.0
STU601,Reyansh Tripathi,Male,21,Civil Engineering,7.79,70.0,5,1,5,2,47.9,69.7,Placed,IBM,11.9
STU602,Vivaan Malhotra,Male,21,Computer Science Engineering,7.01,87.0,7,1,3,3,74.7,62.7,Placed,Accenture,6.98
STU603,Vihaan Sharma,Male,21,Information Technology,5.62,78.2,5,4,1,2,85.7,49.5,Placed,IBM,9.06
STU604,Manav Chauhan,Male,23,Electronics & Communication,8.33,55.3,5,0,1,3,61.9,75.6,Not Placed,Not Applicable,0.0
STU605,Vivaan Reddy,Male,25,Information Technology,6.78,61.0,3,0,3,5,71.4,79.5,Not Placed,Not Applicable,0.0
STU606,Vivaan Bhatt,Male,20,Computer Science Engineering,8.14,72.0,8,3,2,2,72.1,69.5,Placed,IBM,12.64
STU607,Rohan Sharma,Male,23,Information Technology,6.14,85.0,4,1,4,5,53.0,49.2,Not Placed,Not Applicable,0.0
STU608,Aryan Gupta,Male,21,Electronics & Communication,6.31,72.1,4,2,5,5,72.1,77.1,Placed,Cognizant,12.64
STU609,Harsh Pandey,Male,24,Electronics & Communication,8.26,72.9,2,1,3,3,21.2,83.4,Not Placed,Not Applicable,0.0
STU610,Saanvi Chatterjee,Female,22,Artificial Intelligence & Machine Learning,7.74,89.2,5,1,2,5,14.0,88.0,Placed,Accenture,5.58
STU611,Reyansh Gupta,Male,23,Information Technology,6.96,73.3,5,3,4,2,56.1,58.4,Placed,Capgemini,11.53
STU612,Sneha Kapoor,Female,23,Information Technology,7.76,96.0,6,0,1,6,73.4,71.5,Not Placed,Not Applicable,0.0
STU613,Aadhya Tripathi,Female,20,Electronics & Communication,6.45,94.0,3,0,4,4,60.5,57.0,Placed,Accenture,6.58
STU614,Kabir Yadav,Male,20,Electronics & Communication,7.51,80.3,7,1,2,0,75.4,51.2,Not Placed,Not Applicable,0.0
